week_start,sku_id,units_sold,revenue,avg_price,promo_days,category,list_price,unit_cost
2011-07-18,20713,250.0,534.9,2.7374,4.0,Bags & Storage,4.21,2.53
2011-07-25,20713,190.0,388.75,2.517777777777778,6.0,Bags & Storage,4.21,2.53
2011-08-01,20713,129.0,242.51999999999998,3.31875,2.0,Bags & Storage,4.21,2.53
2011-08-08,20713,348.0,790.89,2.549638888888889,6.0,Bags & Storage,4.21,2.53
2011-08-15,20713,249.0,483.92,2.0686666666666667,6.0,Bags & Storage,4.21,2.53
2011-08-22,20713,858.0,1652.99,2.1571296296296296,6.0,Bags & Storage,4.21,2.53
2011-08-29,20713,170.0,435.3,3.1966964285714283,3.0,Bags & Storage,4.21,2.53
2011-09-05,20713,288.0,705.34,2.5194444444444444,6.0,Bags & Storage,4.21,2.53
2011-09-12,20713,601.0,1259.1299999999999,2.6861210317460316,6.0,Bags & Storage,4.21,2.53
2011-09-19,20713,762.0,1482.96,2.4337222222222223,6.0,Bags & Storage,4.21,2.53
2011-09-26,20713,218.0,498.24,2.742,5.0,Bags & Storage,4.21,2.53
2011-10-03,20713,506.0,977.48,2.93127380952381,4.0,Bags & Storage,4.21,2.53
2011-10-10,20713,232.0,490.15999999999997,3.545,1.0,Bags & Storage,4.21,2.53
2011-10-17,20713,0.0,0.0,3.545,0.0,Bags & Storage,4.21,2.53
2011-10-24,20713,238.0,475.99,2.646666666666667,4.0,Bags & Storage,4.21,2.53
2011-10-31,20713,84.0,197.62,2.4023333333333334,5.0,Bags & Storage,4.21,2.53
2011-11-07,20713,287.0,627.1099999999999,2.6373611111111113,6.0,Bags & Storage,4.21,2.53
2011-11-14,20713,144.0,342.27,2.9831666666666665,4.0,Bags & Storage,4.21,2.53
2011-11-21,20713,50.0,173.7,3.5149999999999997,2.0,Bags & Storage,4.21,2.53
2011-11-28,20713,427.0,848.6600000000001,2.7219,4.0,Bags & Storage,4.21,2.53
2011-12-05,20713,228.0,520.24,2.8832738095238097,5.0,Bags & Storage,4.21,2.53
2009-11-30,20718,165.0,216.81,1.36,6.0,Bags & Storage,2.57,1.54
2009-12-07,20718,66.0,104.94,1.8219999999999998,4.0,Bags & Storage,2.57,1.54
2009-12-14,20718,167.0,200.31,1.8745833333333333,3.0,Bags & Storage,2.57,1.54
2009-12-21,20718,37.0,51.53,1.6533333333333333,3.0,Bags & Storage,2.57,1.54
2010-01-04,20718,454.0,491.5,1.2373333333333334,5.0,Bags & Storage,2.57,1.54
2010-01-11,20718,60.0,80.1,1.785,4.0,Bags & Storage,2.57,1.54
2010-01-18,20718,78.0,98.75999999999999,1.502,4.0,Bags & Storage,2.57,1.54
2010-01-25,20718,300.0,340.78000000000003,1.4137333333333335,5.0,Bags & Storage,2.57,1.54
2010-02-01,20718,189.0,223.53,1.7591666666666665,4.0,Bags & Storage,2.57,1.54
2010-02-08,20718,194.0,223.5,1.2436666666666667,6.0,Bags & Storage,2.57,1.54
2010-02-15,20718,27.0,35.01,1.313,5.0,Bags & Storage,2.57,1.54
2010-02-22,20718,190.0,221.01999999999998,1.3245,5.0,Bags & Storage,2.57,1.54
2010-03-01,20718,166.0,194.79999999999998,1.5554999999999999,4.0,Bags & Storage,2.57,1.54
2010-03-08,20718,50.0,71.32,1.964,3.0,Bags & Storage,2.57,1.54
2010-03-15,20718,197.0,229.76999999999998,1.5459999999999998,4.0,Bags & Storage,2.57,1.54
2010-03-22,20718,544.0,606.52,1.3355555555555556,6.0,Bags & Storage,2.57,1.54
2010-03-29,20718,174.0,203.51999999999998,1.4204166666666667,4.0,Bags & Storage,2.57,1.54
2010-04-05,20718,230.0,271.02,1.2945833333333334,4.0,Bags & Storage,2.57,1.54
2010-04-12,20718,43.0,53.75,1.25,4.0,Bags & Storage,2.57,1.54
2010-04-19,20718,90.0,120.06,1.705,5.0,Bags & Storage,2.57,1.54
2010-04-26,20718,238.0,308.84000000000003,1.4284999999999999,6.0,Bags & Storage,2.57,1.54
2010-05-03,20718,129.0,159.32999999999998,1.5765,5.0,Bags & Storage,2.57,1.54
2010-05-10,20718,151.0,173.53,1.395625,4.0,Bags & Storage,2.57,1.54
2010-05-17,20718,82.0,96.78,1.3391666666666666,6.0,Bags & Storage,2.57,1.54
2010-05-24,20718,94.0,125.06,1.6280000000000001,4.0,Bags & Storage,2.57,1.54
2010-05-31,20718,174.0,201.02,1.4053333333333335,5.0,Bags & Storage,2.57,1.54
2010-06-07,20718,207.0,244.79,1.448125,4.0,Bags & Storage,2.57,1.54
2010-06-14,20718,165.0,193.54999999999998,1.611,4.0,Bags & Storage,2.57,1.54
2010-06-21,20718,70.0,96.32,1.74,5.0,Bags & Storage,2.57,1.54
2010-06-28,20718,114.0,143.76,1.285,6.0,Bags & Storage,2.57,1.54
2010-07-05,20718,101.0,128.77,1.5524,4.0,Bags & Storage,2.57,1.54
2010-07-12,20718,280.0,540.26,1.439,5.0,Bags & Storage,2.57,1.54
2010-07-19,20718,274.0,309.53999999999996,1.4336111111111112,6.0,Bags & Storage,2.57,1.54
2010-07-26,20718,84.0,108.78,1.3969999999999998,5.0,Bags & Storage,2.57,1.54
2010-08-02,20718,116.0,147.51999999999998,1.39,6.0,Bags & Storage,2.57,1.54
2010-08-09,20718,271.0,424.37,1.7839166666666666,5.0,Bags & Storage,2.57,1.54
2010-08-16,20718,113.0,143.77,1.39,6.0,Bags & Storage,2.57,1.54
2010-08-23,20718,50.0,66.28,1.502,5.0,Bags & Storage,2.57,1.54
2010-08-30,20718,251.0,313.28999999999996,1.7941666666666667,3.0,Bags & Storage,2.57,1.54
2010-09-06,20718,67.0,87.53,1.565,5.0,Bags & Storage,2.57,1.54
2010-09-13,20718,218.0,253.5,1.2341666666666666,6.0,Bags & Storage,2.57,1.54
2010-09-20,20718,241.0,293.2,1.7013333333333331,3.0,Bags & Storage,2.57,1.54
2010-09-27,20718,211.0,272.59,1.4445,6.0,Bags & Storage,2.57,1.54
2010-10-04,20718,172.0,202.3,1.4494444444444445,6.0,Bags & Storage,2.57,1.54
2010-10-11,20718,116.0,147.51999999999998,1.334,5.0,Bags & Storage,2.57,1.54
2010-10-18,20718,65.0,89.25,1.935,3.0,Bags & Storage,2.57,1.54
2010-10-25,20718,83.0,130.32999999999998,1.8116666666666665,3.0,Bags & Storage,2.57,1.54
2010-11-01,20718,497.0,547.77,1.3926666666666665,5.0,Bags & Storage,2.57,1.54
2010-11-08,20718,84.0,169.52999999999997,1.9161666666666666,3.0,Bags & Storage,2.57,1.54
2010-11-15,20718,173.0,255.89,2.0509999999999997,4.0,Bags & Storage,2.57,1.54
2010-11-22,20718,104.0,191.15999999999997,1.8562999999999998,5.0,Bags & Storage,2.57,1.54
2010-11-29,20718,210.0,346.45000000000005,1.9616666666666667,4.0,Bags & Storage,2.57,1.54
2010-12-06,20718,133.0,274.68,1.6830555555555555,5.0,Bags & Storage,2.57,1.54
2010-12-13,20718,76.0,146.46,1.966,4.0,Bags & Storage,2.57,1.54
2010-12-20,20718,31.0,101.61,2.935,0.0,Bags & Storage,2.57,1.54
2011-01-03,20718,60.0,97.36,1.4184999999999999,5.0,Bags & Storage,2.57,1.54
2011-01-10,20718,148.0,204.16,1.8293333333333333,4.0,Bags & Storage,2.57,1.54
2011-01-17,20718,178.0,230.39999999999998,2.0913333333333335,4.0,Bags & Storage,2.57,1.54
2011-01-24,20718,74.0,100.66,1.76,4.0,Bags & Storage,2.57,1.54
2011-01-31,20718,101.0,128.29,1.454,5.0,Bags & Storage,2.57,1.54
2011-02-07,20718,164.0,188.42000000000002,1.6058333333333334,3.0,Bags & Storage,2.57,1.54
2011-02-14,20718,60.0,77.42,1.4516666666666669,3.0,Bags & Storage,2.57,1.54
2011-02-21,20718,41.0,52.46,1.3844444444444444,3.0,Bags & Storage,2.57,1.54
2011-02-28,20718,25.0,32.46,1.40125,4.0,Bags & Storage,2.57,1.54
2011-03-07,20718,38.0,50.75,1.68,3.0,Bags & Storage,2.57,1.54
2011-03-14,20718,21.0,33.58,1.7916666666666665,2.0,Bags & Storage,2.57,1.54
2011-03-21,20718,255.0,283.17,1.31375,4.0,Bags & Storage,2.57,1.54
2011-03-28,20718,57.0,71.25,1.25,5.0,Bags & Storage,2.57,1.54
2011-04-04,20718,37.0,47.46,1.3844444444444444,3.0,Bags & Storage,2.57,1.54
2011-04-11,20718,80.0,100.0,1.25,6.0,Bags & Storage,2.57,1.54
2011-04-18,20718,55.0,76.00999999999999,1.492,4.0,Bags & Storage,2.57,1.54
2011-04-25,20718,31.0,40.79,1.76,2.0,Bags & Storage,2.57,1.54
2011-05-02,20718,100.0,127.42000000000002,1.386125,4.0,Bags & Storage,2.57,1.54
2011-05-09,20718,92.0,143.11,1.7236666666666667,5.0,Bags & Storage,2.57,1.54
2011-05-16,20718,91.0,124.33,1.7866,4.0,Bags & Storage,2.57,1.54
2011-05-23,20718,147.0,174.12,1.8079999999999998,4.0,Bags & Storage,2.57,1.54
2011-05-30,20718,40.0,63.0,2.195,2.0,Bags & Storage,2.57,1.54
2011-06-06,20718,166.0,199.91,1.624,4.0,Bags & Storage,2.57,1.54
2011-06-13,20718,205.0,241.71,1.5018333333333334,5.0,Bags & Storage,2.57,1.54
2011-06-20,20718,161.0,196.07999999999998,1.8683333333333334,3.0,Bags & Storage,2.57,1.54
2011-06-27,20718,86.0,116.87,1.9405555555555554,5.0,Bags & Storage,2.57,1.54
2011-07-04,20718,45.0,79.83,2.21375,2.0,Bags & Storage,2.57,1.54
2011-07-11,20718,27.0,39.04,1.8925,2.0,Bags & Storage,2.57,1.54
2011-07-18,20718,86.0,120.5,1.8819444444444444,5.0,Bags & Storage,2.57,1.54
2011-07-25,20718,27.0,34.96,1.40125,4.0,Bags & Storage,2.57,1.54
2011-08-01,20718,98.0,127.34,1.4516666666666667,4.0,Bags & Storage,2.57,1.54
2011-08-08,20718,66.0,116.73,1.6960000000000002,5.0,Bags & Storage,2.57,1.54
2011-08-15,20718,147.0,187.82999999999998,1.505,4.0,Bags & Storage,2.57,1.54
2011-08-22,20718,61.0,84.41,1.7033333333333334,5.0,Bags & Storage,2.57,1.54
2011-08-29,20718,72.0,111.85,1.8913333333333333,3.0,Bags & Storage,2.57,1.54
2011-09-05,20718,73.0,112.03,1.5880555555555553,5.0,Bags & Storage,2.57,1.54
2011-09-12,20718,26.0,56.91,2.4925,1.0,Bags & Storage,2.57,1.54
2011-09-19,20718,78.0,107.25,1.7916666666666667,5.0,Bags & Storage,2.57,1.54
2011-09-26,20718,43.0,54.96,1.371,5.0,Bags & Storage,2.57,1.54
2011-10-03,20718,46.0,58.71,1.40125,4.0,Bags & Storage,2.57,1.54
2011-10-10,20718,34.0,42.5,1.25,4.0,Bags & Storage,2.57,1.54
2011-10-17,20718,149.0,215.05,1.5765277777777778,6.0,Bags & Storage,2.57,1.54
2011-10-24,20718,60.0,88.0,1.555,6.0,Bags & Storage,2.57,1.54
2011-10-31,20718,165.0,210.31,1.7225000000000001,4.0,Bags & Storage,2.57,1.54
2011-11-07,20718,125.0,186.70999999999998,2.0623055555555556,4.0,Bags & Storage,2.57,1.54
2011-11-14,20718,103.0,139.71,1.5813333333333333,5.0,Bags & Storage,2.57,1.54
2011-11-21,20718,68.0,105.33,1.8934523809523809,4.0,Bags & Storage,2.57,1.54
2011-11-28,20718,111.0,175.71,1.8641666666666667,4.0,Bags & Storage,2.57,1.54
2011-12-05,20718,264.0,326.61,2.071066666666667,3.0,Bags & Storage,2.57,1.54
2009-11-30,20719,78.0,95.2,1.3175,3.0,Bags & Storage,1.66,1.0
2009-12-07,20719,265.0,214.65,1.0716666666666665,6.0,Bags & Storage,1.66,1.0
2009-12-14,20719,250.0,215.64999999999998,1.0139583333333333,6.0,Bags & Storage,1.66,1.0
2009-12-21,20719,27.0,28.9,1.275,1.0,Bags & Storage,1.66,1.0
2010-01-04,20719,0.0,0.0,1.275,0.0,Bags & Storage,1.66,1.0
2010-01-11,20719,82.0,77.88,1.1908333333333332,4.0,Bags & Storage,1.66,1.0
2010-01-18,20719,303.0,239.65,1.0790277777777777,6.0,Bags & Storage,1.66,1.0
2010-01-25,20719,417.0,325.98,1.1613888888888888,5.0,Bags & Storage,1.66,1.0
2010-02-01,20719,197.0,153.47,0.9455,5.0,Bags & Storage,1.66,1.0
2010-02-08,20719,236.0,189.22,0.8958333333333334,6.0,Bags & Storage,1.66,1.0
2010-02-15,20719,145.0,112.67999999999999,0.999,5.0,Bags & Storage,1.66,1.0
2010-02-22,20719,97.0,79.67999999999999,1.0902777777777777,5.0,Bags & Storage,1.66,1.0
2010-03-01,20719,74.0,66.14,1.093,4.0,Bags & Storage,1.66,1.0
2010-03-08,20719,268.0,207.47,1.1175,4.0,Bags & Storage,1.66,1.0
2010-03-15,20719,151.0,130.78,0.94,6.0,Bags & Storage,1.66,1.0
2010-03-22,20719,188.0,150.04,0.9914,5.0,Bags & Storage,1.66,1.0
2010-03-29,20719,253.0,203.82,0.9795416666666666,4.0,Bags & Storage,1.66,1.0
2010-04-05,20719,407.0,312.62,0.9795,5.0,Bags & Storage,1.66,1.0
2010-04-12,20719,89.0,69.15,0.8283333333333333,3.0,Bags & Storage,1.66,1.0
2010-04-19,20719,148.0,142.32,1.1859027777777778,4.0,Bags & Storage,1.66,1.0
2010-04-26,20719,203.0,175.79,0.9737499999999999,6.0,Bags & Storage,1.66,1.0
2010-05-03,20719,355.0,277.84,1.060125,4.0,Bags & Storage,1.66,1.0
2010-05-10,20719,155.0,133.37,0.985,4.0,Bags & Storage,1.66,1.0
2010-05-17,20719,144.0,125.64,1.0975,5.0,Bags & Storage,1.66,1.0
2010-05-24,20719,106.0,98.2,1.22125,3.0,Bags & Storage,1.66,1.0
2010-05-31,20719,295.0,247.42999999999998,1.1026666666666667,4.0,Bags & Storage,1.66,1.0
2010-06-07,20719,216.0,199.46,1.0970277777777777,5.0,Bags & Storage,1.66,1.0
2010-06-14,20719,125.0,116.78,1.0849,4.0,Bags & Storage,1.66,1.0
2010-06-21,20719,122.0,148.73,1.3129166666666665,4.0,Bags & Storage,1.66,1.0
2010-06-28,20719,195.0,167.69,0.8683333333333334,5.0,Bags & Storage,1.66,1.0
2010-07-05,20719,204.0,163.64,1.0033333333333334,5.0,Bags & Storage,1.66,1.0
2010-07-12,20719,161.0,131.95,1.134,5.0,Bags & Storage,1.66,1.0
2010-07-19,20719,174.0,137.33,1.0025,4.0,Bags & Storage,1.66,1.0
2010-07-26,20719,73.0,65.29,1.103125,4.0,Bags & Storage,1.66,1.0
2010-08-02,20719,158.0,135.75,0.9179999999999999,5.0,Bags & Storage,1.66,1.0
2010-08-09,20719,661.0,1043.06,1.205111111111111,5.0,Bags & Storage,1.66,1.0
2010-08-16,20719,406.0,329.63,0.9408333333333333,6.0,Bags & Storage,1.66,1.0
2010-08-23,20719,133.0,115.47999999999999,1.039,5.0,Bags & Storage,1.66,1.0
2010-08-30,20719,295.0,418.24999999999994,1.0545,5.0,Bags & Storage,1.66,1.0
2010-09-06,20719,237.0,193.31,1.0068,5.0,Bags & Storage,1.66,1.0
2010-09-13,20719,483.0,369.76,0.8922222222222222,6.0,Bags & Storage,1.66,1.0
2010-09-20,20719,397.0,437.13,1.115,6.0,Bags & Storage,1.66,1.0
2010-09-27,20719,251.0,304.89,1.0192,5.0,Bags & Storage,1.66,1.0
2010-10-04,20719,284.0,313.84,1.1259166666666667,5.0,Bags & Storage,1.66,1.0
2010-10-11,20719,268.0,320.19,0.9460000000000001,6.0,Bags & Storage,1.66,1.0
2010-10-18,20719,104.0,164.42,1.3675000000000002,3.0,Bags & Storage,1.66,1.0
2010-10-25,20719,203.0,244.96999999999997,1.0978285714285714,4.0,Bags & Storage,1.66,1.0
2010-11-01,20719,234.0,189.95,1.0055,4.0,Bags & Storage,1.66,1.0
2010-11-08,20719,366.0,382.78999999999996,1.0616190476190475,6.0,Bags & Storage,1.66,1.0
2010-11-15,20719,222.0,202.63,1.1368333333333334,5.0,Bags & Storage,1.66,1.0
2010-11-22,20719,175.0,259.69,1.4290666666666667,3.0,Bags & Storage,1.66,1.0
2010-11-29,20719,363.0,543.85,1.2,4.0,Bags & Storage,1.66,1.0
2010-12-06,20719,255.0,543.86,1.4833666666666665,3.0,Bags & Storage,1.66,1.0
2010-12-13,20719,161.0,266.68999999999994,1.3043333333333333,2.0,Bags & Storage,1.66,1.0
2010-12-20,20719,374.0,489.13999999999993,1.5841666666666665,2.0,Bags & Storage,1.66,1.0
2011-01-03,20719,202.0,244.65999999999997,1.2441666666666666,4.0,Bags & Storage,1.66,1.0
2011-01-10,20719,268.0,355.53,1.279,4.0,Bags & Storage,1.66,1.0
2011-01-17,20719,193.0,267.9,1.2231999999999998,4.0,Bags & Storage,1.66,1.0
2011-01-24,20719,228.0,236.75,1.04375,6.0,Bags & Storage,1.66,1.0
2011-01-31,20719,141.0,185.03,1.533,3.0,Bags & Storage,1.66,1.0
2011-02-07,20719,73.0,156.83999999999997,1.7738888888888888,0.0,Bags & Storage,1.66,1.0
2011-02-14,20719,256.0,258.46,1.115,5.0,Bags & Storage,1.66,1.0
2011-02-21,20719,398.0,394.14,1.4200833333333334,4.0,Bags & Storage,1.66,1.0
2011-02-28,20719,158.0,120.26,0.98,5.0,Bags & Storage,1.66,1.0
2011-03-07,20719,353.0,583.97,1.5198333333333331,2.0,Bags & Storage,1.66,1.0
2011-03-14,20719,289.0,331.74,1.2375666666666667,4.0,Bags & Storage,1.66,1.0
2011-03-21,20719,253.0,254.04,1.0843333333333334,4.0,Bags & Storage,1.66,1.0
2011-03-28,20719,612.0,835.12,1.1960714285714285,3.0,Bags & Storage,1.66,1.0
2011-04-04,20719,211.0,290.27000000000004,1.2844444444444443,4.0,Bags & Storage,1.66,1.0
2011-04-11,20719,162.0,274.55,1.073611111111111,5.0,Bags & Storage,1.66,1.0
2011-04-18,20719,106.0,162.2,1.48,3.0,Bags & Storage,1.66,1.0
2011-04-25,20719,105.0,139.20999999999998,1.0925,2.0,Bags & Storage,1.66,1.0
2011-05-02,20719,243.0,260.87,1.1804666666666666,4.0,Bags & Storage,1.66,1.0
2011-05-09,20719,396.0,444.13,1.2198333333333333,3.0,Bags & Storage,1.66,1.0
2011-05-16,20719,126.0,150.36999999999998,1.2529166666666667,5.0,Bags & Storage,1.66,1.0
2011-05-23,20719,332.0,333.23,1.0513333333333332,4.0,Bags & Storage,1.66,1.0
2011-05-30,20719,95.0,89.47999999999999,1.1644999999999999,4.0,Bags & Storage,1.66,1.0
2011-06-06,20719,335.0,353.53999999999996,1.1054,5.0,Bags & Storage,1.66,1.0
2011-06-13,20719,333.0,313.35,1.1223611111111111,5.0,Bags & Storage,1.66,1.0
2011-06-20,20719,251.0,258.01,1.0864285714285715,6.0,Bags & Storage,1.66,1.0
2011-06-27,20719,522.0,501.93000000000006,1.0383333333333333,5.0,Bags & Storage,1.66,1.0
2011-07-04,20719,152.0,227.89000000000001,1.4182539682539683,4.0,Bags & Storage,1.66,1.0
2011-07-11,20719,113.0,144.3,1.0491666666666666,3.0,Bags & Storage,1.66,1.0
2011-07-18,20719,283.0,336.97999999999996,1.1530333333333334,4.0,Bags & Storage,1.66,1.0
2011-07-25,20719,174.0,168.68,1.0709,4.0,Bags & Storage,1.66,1.0
2011-08-01,20719,217.0,274.36,1.1777380952380951,5.0,Bags & Storage,1.66,1.0
2011-08-08,20719,567.0,506.4,1.023611111111111,5.0,Bags & Storage,1.66,1.0
2011-08-15,20719,275.0,285.15,0.9452083333333333,4.0,Bags & Storage,1.66,1.0
2011-08-22,20719,190.0,291.91,1.0646666666666667,5.0,Bags & Storage,1.66,1.0
2011-08-29,20719,129.0,209.6,1.2944375,3.0,Bags & Storage,1.66,1.0
2011-09-05,20719,157.0,244.29000000000002,1.3637777777777778,4.0,Bags & Storage,1.66,1.0
2011-09-12,20719,250.0,287.17,1.1927777777777777,5.0,Bags & Storage,1.66,1.0
2011-09-19,20719,466.0,427.59000000000003,1.3873,4.0,Bags & Storage,1.66,1.0
2011-09-26,20719,116.0,138.07,1.2515,3.0,Bags & Storage,1.66,1.0
2011-10-03,20719,179.0,279.14,1.2328333333333334,5.0,Bags & Storage,1.66,1.0
2011-10-10,20719,199.0,276.77,1.2986666666666666,3.0,Bags & Storage,1.66,1.0
2011-10-17,20719,311.0,388.72999999999996,1.2728333333333333,5.0,Bags & Storage,1.66,1.0
2011-10-24,20719,244.0,281.87,1.1841111111111111,4.0,Bags & Storage,1.66,1.0
2011-10-31,20719,145.0,233.94,1.342361111111111,3.0,Bags & Storage,1.66,1.0
2011-11-07,20719,213.0,311.10999999999996,1.1554380952380954,4.0,Bags & Storage,1.66,1.0
2011-11-14,20719,299.0,435.18,1.2654166666666666,5.0,Bags & Storage,1.66,1.0
2011-11-21,20719,241.0,421.75,1.4294761904761906,5.0,Bags & Storage,1.66,1.0
2011-11-28,20719,327.0,635.5,1.4637222222222224,4.0,Bags & Storage,1.66,1.0
2011-12-05,20719,358.0,522.74,1.3575714285714284,4.0,Bags & Storage,1.66,1.0
2009-11-30,20723,106.0,100.3,1.02,5.0,Bags & Storage,1.66,1.0
2009-12-07,20723,251.0,199.25,1.365,2.0,Bags & Storage,1.66,1.0
2009-12-14,20723,89.0,84.15,1.105,5.0,Bags & Storage,1.66,1.0
2009-12-21,20723,25.0,24.65,1.16875,2.0,Bags & Storage,1.66,1.0
2010-01-04,20723,41.0,34.85,0.85,3.0,Bags & Storage,1.66,1.0
2010-01-11,20723,157.0,125.35000000000001,1.1655,4.0,Bags & Storage,1.66,1.0
2010-01-18,20723,42.0,37.32,1.1199999999999999,3.0,Bags & Storage,1.66,1.0
2010-01-25,20723,201.0,161.08999999999997,1.0168333333333333,5.0,Bags & Storage,1.66,1.0
2010-02-01,20723,46.0,36.5,0.83375,4.0,Bags & Storage,1.66,1.0
2010-02-08,20723,51.0,43.35,0.85,3.0,Bags & Storage,1.66,1.0
2010-02-15,20723,136.0,107.46,1.1037499999999998,3.0,Bags & Storage,1.66,1.0
2010-02-22,20723,111.0,90.77,0.9582,5.0,Bags & Storage,1.66,1.0
2010-03-01,20723,77.0,66.26,1.012,4.0,Bags & Storage,1.66,1.0
2010-03-08,20723,89.0,77.59,1.0125,5.0,Bags & Storage,1.66,1.0
2010-03-15,20723,218.0,174.73,0.938,5.0,Bags & Storage,1.66,1.0
2010-03-22,20723,168.0,131.42000000000002,0.8925,4.0,Bags & Storage,1.66,1.0
2010-03-29,20723,220.0,174.15,1.0038333333333334,3.0,Bags & Storage,1.66,1.0
2010-04-05,20723,194.0,153.52,0.9581999999999999,5.0,Bags & Storage,1.66,1.0
2010-04-12,20723,102.0,86.7,0.85,5.0,Bags & Storage,1.66,1.0
2010-04-19,20723,103.0,93.22,1.08625,5.0,Bags & Storage,1.66,1.0
2010-04-26,20723,260.0,214.48000000000002,0.8726666666666666,6.0,Bags & Storage,1.66,1.0
2010-05-03,20723,516.0,391.14,0.9356666666666665,5.0,Bags & Storage,1.66,1.0
2010-05-10,20723,95.0,82.37,1.1199999999999999,4.0,Bags & Storage,1.66,1.0
2010-05-17,20723,346.0,269.72,0.8801,5.0,Bags & Storage,1.66,1.0
2010-05-24,20723,187.0,170.12,1.0331142857142859,4.0,Bags & Storage,1.66,1.0
2010-05-31,20723,81.0,84.24,1.1335,4.0,Bags & Storage,1.66,1.0
2010-06-07,20723,174.0,151.60999999999999,0.9120833333333334,6.0,Bags & Storage,1.66,1.0
2010-06-14,20723,150.0,136.54,0.9209666666666667,5.0,Bags & Storage,1.66,1.0
2010-06-21,20723,68.0,62.660000000000004,1.0984,4.0,Bags & Storage,1.66,1.0
2010-06-28,20723,214.0,183.84,0.9326857142857143,5.0,Bags & Storage,1.66,1.0
2010-07-05,20723,104.0,95.69,1.1649999999999998,4.0,Bags & Storage,1.66,1.0
2010-07-12,20723,263.0,199.0,1.2063333333333333,4.0,Bags & Storage,1.66,1.0
2010-07-19,20723,201.0,170.85,0.85,6.0,Bags & Storage,1.66,1.0
2010-07-26,20723,332.0,257.82,0.8841666666666667,6.0,Bags & Storage,1.66,1.0
2010-08-02,20723,284.0,238.12,0.8775000000000001,5.0,Bags & Storage,1.66,1.0
2010-08-09,20723,279.0,511.01,1.2163690476190476,4.0,Bags & Storage,1.66,1.0
2010-08-16,20723,65.0,56.06,0.9512499999999999,4.0,Bags & Storage,1.66,1.0
2010-08-23,20723,56.0,48.41,0.9512499999999999,4.0,Bags & Storage,1.66,1.0
2010-08-30,20723,142.0,191.02999999999997,1.1404666666666665,5.0,Bags & Storage,1.66,1.0
2010-09-06,20723,73.0,68.53,1.255,4.0,Bags & Storage,1.66,1.0
2010-09-13,20723,89.0,78.08,0.9715,5.0,Bags & Storage,1.66,1.0
2010-09-20,20723,199.0,201.78,0.9705555555555555,6.0,Bags & Storage,1.66,1.0
2010-09-27,20723,152.0,177.3,1.1716666666666666,5.0,Bags & Storage,1.66,1.0
2010-10-04,20723,94.0,112.92999999999999,1.2176666666666667,3.0,Bags & Storage,1.66,1.0
2010-10-11,20723,402.0,340.03,0.9588333333333333,5.0,Bags & Storage,1.66,1.0
2010-10-18,20723,62.0,81.72999999999999,1.263,4.0,Bags & Storage,1.66,1.0
2010-10-25,20723,119.0,135.39,1.1263333333333332,3.0,Bags & Storage,1.66,1.0
2010-11-01,20723,146.0,128.95999999999998,0.92875,6.0,Bags & Storage,1.66,1.0
2010-11-08,20723,277.0,330.18999999999994,1.3040555555555555,4.0,Bags & Storage,1.66,1.0
2010-11-15,20723,242.0,246.51,1.1516666666666666,6.0,Bags & Storage,1.66,1.0
2010-11-22,20723,242.0,289.51,1.4015,3.0,Bags & Storage,1.66,1.0
2010-11-29,20723,186.0,173.28,1.2555555555555555,4.0,Bags & Storage,1.66,1.0
2010-12-06,20723,172.0,334.31,1.5006388888888889,2.0,Bags & Storage,1.66,1.0
2010-12-13,20723,129.0,239.85999999999999,1.2570000000000001,3.0,Bags & Storage,1.66,1.0
2010-12-20,20723,105.0,209.45,1.8455555555555554,1.0,Bags & Storage,1.66,1.0
2011-01-03,20723,155.0,145.26999999999998,1.1684999999999999,3.0,Bags & Storage,1.66,1.0
2011-01-10,20723,108.0,158.64999999999998,1.388,3.0,Bags & Storage,1.66,1.0
2011-01-17,20723,45.0,91.28,1.6425,1.0,Bags & Storage,1.66,1.0
2011-01-24,20723,139.0,160.10999999999999,1.134,5.0,Bags & Storage,1.66,1.0
2011-01-31,20723,24.0,55.81999999999999,1.9233333333333331,1.0,Bags & Storage,1.66,1.0
2011-02-07,20723,117.0,163.7,1.2748888888888887,2.0,Bags & Storage,1.66,1.0
2011-02-14,20723,71.0,107.82,1.167,3.0,Bags & Storage,1.66,1.0
2011-02-21,20723,272.0,253.39999999999998,1.3805555555555555,4.0,Bags & Storage,1.66,1.0
2011-02-28,20723,123.0,105.33,0.8716666666666666,6.0,Bags & Storage,1.66,1.0
2011-03-07,20723,265.0,338.61,1.4045,3.0,Bags & Storage,1.66,1.0
2011-03-14,20723,140.0,175.29,1.1075,4.0,Bags & Storage,1.66,1.0
2011-03-21,20723,138.0,159.89000000000001,1.0085000000000002,4.0,Bags & Storage,1.66,1.0
2011-03-28,20723,353.0,413.29,1.174,3.0,Bags & Storage,1.66,1.0
2011-04-04,20723,173.0,221.01,1.2008333333333334,4.0,Bags & Storage,1.66,1.0
2011-04-11,20723,229.0,249.26999999999998,1.12525,3.0,Bags & Storage,1.66,1.0
2011-04-18,20723,131.0,116.08000000000001,1.1466666666666667,4.0,Bags & Storage,1.66,1.0
2011-04-25,20723,125.0,107.95999999999998,0.9984999999999999,3.0,Bags & Storage,1.66,1.0
2011-05-02,20723,121.0,142.17000000000002,1.0865,5.0,Bags & Storage,1.66,1.0
