date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2011-12-05,21391,0,0,30,0
2011-12-05,21392,0,0,21,0
2011-12-05,21393,0,0,21,0
2011-12-05,21394,0,0,25,0
2011-12-05,21395,0,0,25,0
2011-12-05,21396,0,0,21,0
2011-12-05,21397,0,0,21,0
2011-12-05,21398,0,0,21,0
2011-12-05,21399,0,0,21,0
2011-12-05,21400,0,0,21,0
2011-12-05,21401,0,0,21,0
2011-12-05,21402,0,0,21,0
2011-12-05,21403,0,0,21,0
2011-12-05,21406,0,0,25,0
2011-12-05,21407,0,0,25,0
2011-12-05,21408,0,0,25,0
2011-12-05,21409,0,0,25,0
2011-12-05,21410,0,0,25,0
2011-12-05,21411,0,0,30,0
2011-12-05,21412,0,0,35,0
2011-12-05,21413,0,0,28,0
2011-12-05,21414,0,0,25,0
2011-12-05,21415,0,0,25,0
2011-12-05,21416,0,0,25,0
2011-12-05,21417,0,0,25,0
2011-12-05,21418,0,0,25,0
2011-12-05,21419,0,0,25,0
2011-12-05,21420,0,0,35,0
2011-12-05,21421,0,0,25,0
2011-12-05,21422,0,0,25,0
2011-12-05,21424,0,0,35,0
2011-12-05,21425,0,0,35,0
2011-12-05,21426,0,0,35,0
2011-12-05,21427,0,0,35,0
2011-12-05,21428,0,0,35,0
2011-12-05,21429,0,0,35,0
2011-12-05,21430,0,0,35,0
2011-12-05,21431,0,0,35,0
2011-12-05,21432,0,0,30,0
2011-12-05,21437,0,0,30,0
2011-12-05,21438,0,0,30,0
2011-12-05,21439,0,0,35,0
2011-12-05,21440,0,0,25,0
2011-12-05,21441,0,0,30,0
2011-12-05,21442,0,0,30,0
2011-12-05,21443,0,0,42,0
2011-12-05,21444,0,0,42,0
2011-12-05,21445,0,0,35,0
2011-12-05,21446,0,0,35,0
2011-12-05,21447,0,0,35,0
2011-12-05,21448,0,0,35,0
2011-12-05,21450,0,0,28,0
2011-12-05,21452,0,0,35,0
2011-12-05,21454,0,0,25,0
2011-12-05,21455,0,0,25,0
2011-12-05,21456,0,0,45,0
2011-12-05,21457,0,0,45,0
2011-12-05,21458,0,0,45,0
2011-12-05,21459,0,0,45,0
2011-12-05,21460,0,0,45,0
2011-12-05,21461,0,0,45,0
2011-12-05,21462,0,0,25,0
2011-12-05,21463,0,0,30,0
2011-12-05,21464,0,0,25,0
2011-12-05,21465,0,0,25,0
2011-12-05,21466,0,0,25,0
2011-12-05,21467,0,0,25,0
2011-12-05,21468,0,0,25,0
2011-12-05,21469,0,0,25,0
2011-12-05,21470,0,0,25,0
2011-12-05,21471,0,0,25,0
2011-12-05,21472,0,0,42,0
2011-12-05,21473,0,0,30,0
2011-12-05,21474,0,0,30,0
2011-12-05,21475,0,0,30,0
2011-12-05,21476,0,0,30,0
2011-12-05,21477,0,0,28,0
2011-12-05,21478,0,0,21,0
2011-12-05,21479,0,0,21,0
2011-12-05,21480,0,0,21,0
2011-12-05,21481,0,0,21,0
2011-12-05,21482,0,0,21,0
2011-12-05,21484,0,0,21,0
2011-12-05,21485,0,0,21,0
2011-12-05,21486,0,0,21,0
2011-12-05,21488,0,0,21,0
2011-12-05,21489,0,0,21,0
2011-12-05,21490,0,0,14,0
2011-12-05,21491,0,0,14,0
2011-12-05,21493,0,0,30,0
2011-12-05,21494,0,0,28,0
2011-12-05,21495,1659,0,14,504
2011-12-05,21496,0,0,14,0
2011-12-05,21497,4388,0,14,721
2011-12-05,21498,1795,0,14,672
2011-12-05,21499,1568,0,14,434
2011-12-05,21500,1955,0,14,380
2011-12-05,21503,0,0,35,0
2011-12-05,21504,0,0,35,0
2011-12-05,21506,0,0,14,0
2011-12-05,21507,0,0,14,0
2011-12-05,21508,0,0,14,0
2011-12-05,21509,0,0,14,0
2011-12-05,21511,0,0,35,0
2011-12-05,21518,0,0,35,0
2011-12-05,21519,0,0,35,0
2011-12-05,21520,0,0,35,0
2011-12-05,21523,0,0,30,0
2011-12-05,21524,0,0,30,0
2011-12-05,21525,0,0,30,0
2011-12-05,21527,0,0,21,0
2011-12-05,21528,0,0,21,0
2011-12-05,21529,0,0,25,0
2011-12-05,21530,0,0,25,0
2011-12-05,21531,0,0,21,0
2011-12-05,21532,0,0,21,0
2011-12-05,21533,0,0,21,0
2011-12-05,21534,0,0,21,0
2011-12-05,21535,0,0,21,0
2011-12-05,21536,0,0,21,0
2011-12-05,21537,0,0,21,0
2011-12-05,21538,0,0,21,0
2011-12-05,21539,0,0,25,0
2011-12-05,21540,0,0,25,0
2011-12-05,21541,0,0,25,0
2011-12-05,21542,0,0,25,0
2011-12-05,21543,0,0,25,0
2011-12-05,21544,0,0,25,0
2011-12-05,21545,0,0,42,0
2011-12-05,21547,0,0,42,0
2011-12-05,21548,0,0,42,0
2011-12-05,21549,0,0,42,0
2011-12-05,21550,0,0,42,0
2011-12-05,21551,0,0,42,0
2011-12-05,21552,0,0,42,0
2011-12-05,21553,0,0,42,0
2011-12-05,21554,0,0,42,0
2011-12-05,21555,0,0,25,0
2011-12-05,21556,0,0,35,0
2011-12-05,21557,0,0,25,0
2011-12-05,21558,0,0,21,0
2011-12-05,21559,0,0,21,0
2011-12-05,21560,0,0,21,0
2011-12-05,21561,0,0,21,0
2011-12-05,21562,0,0,25,0
2011-12-05,21563,0,0,30,0
2011-12-05,21564,0,0,30,0
2011-12-05,21576,0,0,35,0
2011-12-05,21577,0,0,35,0
2011-12-05,21578,0,0,30,0
2011-12-05,21579,0,0,30,0
2011-12-05,21580,0,0,30,0
2011-12-05,21581,0,0,30,0
2011-12-05,21582,0,0,25,0
2011-12-05,21584,0,0,25,0
2011-12-05,21585,0,0,30,0
2011-12-05,21586,0,0,25,0
2011-12-05,21587,0,0,25,0
2011-12-05,21588,0,0,25,0
2011-12-05,21589,0,0,30,0
2011-12-05,21590,0,0,35,0
2011-12-05,21591,0,0,35,0
2011-12-05,21592,0,0,35,0
2011-12-05,21593,0,0,30,0
2011-12-05,21594,0,0,25,0
2011-12-05,21595,0,0,25,0
2011-12-05,21596,0,0,25,0
2011-12-05,21609,0,0,28,0
2011-12-05,21610,0,0,28,0
2011-12-05,21611,0,0,28,0
2011-12-05,21612,0,0,28,0
2011-12-05,21613,0,0,28,0
2011-12-05,21614,0,0,28,0
2011-12-05,21615,0,0,28,0
2011-12-05,21616,0,0,28,0
2011-12-05,21617,0,0,28,0
2011-12-05,21618,0,0,28,0
2011-12-05,21619,0,0,28,0
2011-12-05,21620,0,0,28,0
2011-12-05,21621,0,0,35,0
2011-12-05,21622,0,0,30,0
2011-12-05,21623,0,0,25,0
2011-12-05,21624,0,0,25,0
2011-12-05,21625,0,0,25,0
2011-12-05,21626,0,0,14,0
2011-12-05,21627,0,0,25,0
2011-12-05,21628,0,0,25,0
2011-12-05,21629,0,0,30,0
2011-12-05,21630,0,0,30,0
2011-12-05,21631,0,0,42,0
2011-12-05,21632,0,0,42,0
2011-12-05,21633,0,0,42,0
2011-12-05,21634,0,0,14,0
2011-12-05,21635,0,0,14,0
2011-12-05,21636,0,0,14,0
2011-12-05,21637,0,0,14,0
2011-12-05,21638,0,0,14,0
2011-12-05,21639,0,0,25,0
2011-12-05,21640,0,0,14,0
2011-12-05,21641,0,0,25,0
2011-12-05,21642,0,0,14,0
2011-12-05,21643,0,0,30,0
2011-12-05,21644,0,0,30,0
2011-12-05,21645,0,0,35,0
2011-12-05,21647,0,0,25,0
2011-12-05,21648,0,0,25,0
2011-12-05,21649,0,0,30,0
2011-12-05,21650,0,0,25,0
2011-12-05,21651,0,0,21,0
2011-12-05,21652,0,0,21,0
2011-12-05,21653,0,0,21,0
2011-12-05,21654,0,0,21,0
2011-12-05,21655,0,0,21,0
2011-12-05,21656,0,0,21,0
2011-12-05,21657,0,0,21,0
2011-12-05,21658,0,0,21,0
2011-12-05,21659,0,0,21,0
2011-12-05,21661,0,0,21,0
2011-12-05,21662,0,0,21,0
2011-12-05,21663,0,0,21,0
2011-12-05,21664,0,0,21,0
2011-12-05,21665,0,0,21,0
2011-12-05,21666,0,0,21,0
2011-12-05,21667,0,0,21,0
2011-12-05,21668,0,0,25,0
2011-12-05,21669,0,0,25,0
2011-12-05,21670,0,0,25,0
2011-12-05,21671,0,0,25,0
2011-12-05,21672,0,0,25,0
2011-12-05,21673,0,0,25,0
2011-12-05,21674,0,0,21,0
2011-12-05,21675,0,0,14,0
2011-12-05,21676,0,0,14,0
2011-12-05,21677,0,0,30,0
2011-12-05,21678,0,0,14,0
2011-12-05,21679,0,0,14,0
2011-12-05,21680,0,0,14,0
2011-12-05,21681,0,0,21,0
2011-12-05,21682,0,0,21,0
2011-12-05,21683,0,0,21,0
2011-12-05,21684,0,0,21,0
2011-12-05,21685,0,0,25,0
2011-12-05,21686,0,0,25,0
2011-12-05,21687,0,0,21,0
2011-12-05,21688,0,0,21,0
2011-12-05,21689,0,0,28,0
2011-12-05,21690,0,0,21,0
2011-12-05,21691,0,0,28,0
2011-12-05,21692,0,0,28,0
2011-12-05,21693,0,0,28,0
2011-12-05,21694,0,0,28,0
2011-12-05,21695,0,0,28,0
2011-12-05,21696,0,0,28,0
2011-12-05,21697,0,0,25,0
2011-12-05,21698,0,0,25,0
2011-12-05,21699,0,0,25,0
2011-12-05,21700,0,0,25,0
2011-12-05,21702,0,0,25,0
2011-12-05,21703,3705,0,35,1349
2011-12-05,21704,1210,0,35,815
2011-12-05,21705,0,0,35,0
2011-12-05,21706,0,0,25,0
2011-12-05,21707,0,0,25,0
2011-12-05,21708,0,0,25,0
2011-12-05,21709,0,0,25,0
2011-12-05,21710,0,0,25,0
2011-12-05,21711,0,0,25,0
2011-12-05,21713,0,0,28,0
2011-12-05,21714,0,0,28,0
2011-12-05,21715,0,0,35,0
2011-12-05,21716,0,0,35,0
2011-12-05,21717,0,0,35,0
2011-12-05,21718,0,0,25,0
2011-12-05,21719,0,0,14,0
2011-12-05,21720,0,0,21,0
2011-12-05,21721,0,0,14,0
2011-12-05,21722,0,0,14,0
2011-12-05,21723,0,0,30,0
2011-12-05,21724,0,0,14,0
2011-12-05,21725,0,0,14,0
2011-12-05,21726,0,0,30,0
2011-12-05,21728,0,0,28,0
2011-12-05,21729,0,0,28,0
2011-12-05,21730,0,0,21,0
2011-12-05,21731,5375,0,28,1801
2011-12-05,21732,0,0,28,0
2011-12-05,21733,2739,0,28,1179
2011-12-05,21734,0,0,28,0
2011-12-05,21735,0,0,25,0
2011-12-05,21736,0,0,21,0
2011-12-05,21737,0,0,35,0
2011-12-05,21738,0,0,25,0
2011-12-05,21739,0,0,25,0
2011-12-05,21740,0,0,25,0
2011-12-05,21741,0,0,25,0
2011-12-05,21742,0,0,25,0
2011-12-05,21743,0,0,28,0
2011-12-05,21744,0,0,28,0
2011-12-05,21745,0,0,42,0
2011-12-05,21746,0,0,25,0
2011-12-05,21747,0,0,25,0
2011-12-05,21749,0,0,25,0
2011-12-05,21750,0,0,25,0
2011-12-05,21752,0,0,21,0
2011-12-05,21754,0,0,25,0
2011-12-05,21755,0,0,25,0
2011-12-05,21756,0,0,25,0
2011-12-05,21757,0,0,28,0
2011-12-05,21758,0,0,25,0
2011-12-05,21759,0,0,30,0
2011-12-05,21760,0,0,30,0
2011-12-05,21761,0,0,21,0
2011-12-05,21763,0,0,25,0
2011-12-05,21764,0,0,21,0
2011-12-05,21765,0,0,30,0
2011-12-05,21767,0,0,25,0
2011-12-05,21768,0,0,30,0
2011-12-05,21769,0,0,25,0
2011-12-05,21770,0,0,30,0
2011-12-05,21772,0,0,21,0
2011-12-05,21773,0,0,21,0
2011-12-05,21774,0,0,21,0
2011-12-05,21775,0,0,21,0
2011-12-05,21777,0,0,30,0
2011-12-05,21779,0,0,25,0
2011-12-05,21780,0,0,30,0
2011-12-05,21781,0,0,21,0
2011-12-05,21784,0,0,35,0
2011-12-05,21785,0,0,25,0
2011-12-05,21786,0,0,25,0
2011-12-05,21787,5140,0,25,2245
2011-12-05,21788,0,0,25,0
2011-12-05,21789,0,0,25,0
2011-12-05,21790,7275,0,14,1285
2011-12-05,21791,3682,0,14,617
2011-12-05,21792,0,0,35,0
2011-12-05,21793,0,0,35,0
2011-12-05,21794,0,0,35,0
2011-12-05,21795,0,0,35,0
2011-12-05,21796,0,0,35,0
2011-12-05,21801,0,0,30,0
2011-12-05,21802,0,0,30,0
2011-12-05,21803,0,0,30,0
2011-12-05,21804,0,0,45,0
2011-12-05,21805,0,0,30,0
2011-12-05,21806,0,0,30,0
2011-12-05,21807,0,0,30,0
2011-12-05,21808,0,0,45,0
2011-12-05,21809,0,0,30,0
2011-12-05,21810,0,0,30,0
2011-12-05,21811,0,0,30,0
2011-12-05,21812,0,0,30,0
2011-12-05,21813,0,0,25,0
2011-12-05,21814,0,0,28,0
2011-12-05,21815,0,0,28,0
2011-12-05,21816,0,0,28,0
2011-12-05,21817,0,0,45,0
2011-12-05,21818,0,0,30,0
2011-12-05,21819,0,0,45,0
2011-12-05,21820,0,0,30,0
2011-12-05,21821,0,0,25,0
2011-12-05,21822,0,0,45,0
2011-12-05,21823,0,0,30,0
2011-12-05,21824,0,0,25,0
2011-12-05,21825,0,0,25,0
2011-12-05,21826,0,0,25,0
2011-12-05,21827,0,0,25,0
2011-12-05,21828,0,0,25,0
2011-12-05,21829,178,0,25,435
2011-12-05,21830,0,0,25,0
2011-12-05,21832,0,0,25,0
2011-12-05,21833,0,0,25,0
2011-12-05,21836,0,0,30,0
2011-12-05,21837,0,0,30,0
2011-12-05,21838,0,0,25,0
2011-12-05,21839,0,0,25,0
2011-12-05,21841,0,0,25,0
2011-12-05,21842,0,0,30,0
2011-12-05,21843,0,0,21,0
2011-12-05,21844,0,0,21,0
2011-12-05,21845,0,0,21,0
2011-12-05,21846,0,0,35,0
2011-12-05,21847,0,0,35,0
2011-12-05,21849,0,0,35,0
2011-12-05,21850,0,0,35,0
2011-12-05,21851,0,0,35,0
2011-12-05,21852,0,0,25,0
2011-12-05,21853,0,0,30,0
2011-12-05,21854,0,0,30,0
2011-12-05,21857,0,0,30,0
2011-12-05,21858,0,0,25,0
2011-12-05,21860,0,0,30,0
2011-12-05,21864,0,0,25,0
2011-12-05,21865,0,0,25,0
2011-12-05,21866,0,0,25,0
2011-12-05,21867,0,0,25,0
2011-12-05,21868,0,0,21,0
2011-12-05,21869,0,0,21,0
2011-12-05,21870,0,0,21,0
2011-12-05,21871,317,0,21,388
2011-12-05,21872,0,0,21,0
2011-12-05,21873,0,0,21,0
2011-12-05,21874,0,0,21,0
2011-12-05,21875,0,0,21,0
2011-12-05,21876,0,0,21,0
2011-12-05,21877,211,0,21,444
2011-12-05,21878,0,0,25,0
2011-12-05,21879,0,0,30,0
2011-12-05,21880,0,0,25,0
2011-12-05,21881,0,0,25,0
2011-12-05,21882,0,0,25,0
2011-12-05,21883,0,0,25,0
2011-12-05,21884,0,0,21,0
2011-12-05,21888,0,0,30,0
2011-12-05,21889,1031,0,35,1634
2011-12-05,21890,0,0,35,0
2011-12-05,21891,3361,0,25,1150
2011-12-05,21892,0,0,21,0
2011-12-05,21893,0,0,35,0
2011-12-05,21894,0,0,35,0
2011-12-05,21895,0,0,35,0
2011-12-05,21896,0,0,35,0
2011-12-05,21897,0,0,28,0
2011-12-05,21898,0,0,28,0
2011-12-05,21899,0,0,30,0
2011-12-05,21900,0,0,25,0
2011-12-05,21901,0,0,25,0
2011-12-05,21902,0,0,25,0
2011-12-05,21903,0,0,30,0
2011-12-05,21904,0,0,30,0
2011-12-05,21905,0,0,30,0
2011-12-05,21906,0,0,35,0
2011-12-05,21907,0,0,30,0
2011-12-05,21908,0,0,30,0
2011-12-05,21910,0,0,30,0
2011-12-05,21911,0,0,30,0
2011-12-05,21912,0,0,25,0
2011-12-05,21913,0,0,30,0
2011-12-05,21914,4287,0,35,1864
2011-12-05,21915,9559,0,35,4836
2011-12-05,21916,0,0,14,0
2011-12-05,21917,0,0,14,0
2011-12-05,21918,893,0,14,213
2011-12-05,21919,0,0,25,0
2011-12-05,21922,0,0,25,0
2011-12-05,21923,0,0,25,0
2011-12-05,21924,0,0,25,0
2011-12-05,21925,0,0,30,0
2011-12-05,21926,0,0,30,0
2011-12-05,21927,0,0,30,0
2011-12-05,21928,928,925,35,1202
2011-12-05,21929,1702,0,35,1166
2011-12-05,21930,839,723,35,940
2011-12-05,21931,2872,0,35,1823
2011-12-05,21932,0,0,35,0
2011-12-05,21933,0,0,35,0
2011-12-05,21934,0,0,35,0
2011-12-05,21935,0,0,35,0
2011-12-05,21936,0,0,35,0
2011-12-05,21937,0,0,35,0
2011-12-05,21942,0,0,30,0
2011-12-05,21943,0,0,21,0
2011-12-05,21944,0,0,30,0
2011-12-05,21945,0,0,30,0
2011-12-05,21946,0,0,30,0
2011-12-05,21947,0,0,30,0
2011-12-05,21948,0,0,21,0
2011-12-05,21949,0,0,25,0
2011-12-05,21950,0,0,25,0
2011-12-05,21955,0,0,30,0
2011-12-05,21967,301,0,25,349
2011-12-05,21972,0,0,14,0
2011-12-05,21973,0,0,14,0
2011-12-05,21974,0,0,25,0
2011-12-05,21975,547,0,21,639
2011-12-05,21976,223,257,21,335
2011-12-05,21977,4763,0,21,1198
2011-12-05,21980,700,0,25,550
2011-12-05,21981,400,0,25,281
2011-12-05,21982,148,445,25,578
2011-12-05,21983,0,0,25,0
2011-12-05,21984,256,0,25,242
2011-12-05,21985,1153,0,30,581
2011-12-05,21986,180,167,25,217
2011-12-05,21987,0,0,21,0
2011-12-05,21988,0,0,21,0
2011-12-05,21989,0,0,14,0
2011-12-05,21990,0,0,25,0
2011-12-05,21991,0,0,25,0
2011-12-05,21992,0,0,25,0
2011-12-05,21993,0,0,25,0
2011-12-05,22016,0,0,25,0
2011-12-05,22021,0,0,35,0
2011-12-05,22023,0,0,14,0
2011-12-05,22024,0,0,14,0
2011-12-05,22025,0,0,14,0
2011-12-05,22026,0,0,14,0
2011-12-05,22027,0,0,14,0
2011-12-05,22028,0,0,14,0
2011-12-05,22029,3319,0,14,506
2011-12-05,22030,949,0,30,505
2011-12-05,22031,0,0,14,0
2011-12-05,22032,0,0,35,0
2011-12-05,22033,0,0,35,0
2011-12-05,22034,0,0,14,0
2011-12-05,22035,0,0,35,0
2011-12-05,22036,0,0,14,0
2011-12-05,22037,0,0,14,0
2011-12-05,22038,0,0,14,0
2011-12-05,22039,0,0,14,0
2011-12-05,22040,0,0,14,0
2011-12-05,22041,0,0,30,0
2011-12-05,22042,0,0,14,0
2011-12-05,22043,0,0,14,0
2011-12-05,22044,0,0,14,0
2011-12-05,22045,2183,0,14,531
2011-12-05,22046,0,0,14,0
2011-12-05,22047,0,0,14,0
2011-12-05,22048,0,0,14,0
2011-12-05,22049,0,0,14,0
2011-12-05,22050,0,0,14,0
2011-12-05,22051,0,0,14,0
2011-12-05,22052,0,0,14,0
2011-12-05,22053,0,0,30,0
2011-12-05,22054,0,0,21,0
2011-12-05,22055,0,0,21,0
2011-12-05,22056,0,0,21,0
2011-12-05,22057,0,0,21,0
2011-12-05,22058,0,0,21,0
2011-12-05,22059,0,0,21,0
2011-12-05,22060,0,0,21,0
2011-12-05,22061,0,0,21,0
2011-12-05,22062,0,0,21,0
2011-12-05,22063,0,0,21,0
2011-12-05,22064,0,0,25,0
2011-12-05,22065,0,0,45,0
2011-12-05,22066,0,0,30,0
2011-12-05,22067,0,0,25,0
2011-12-05,22068,0,0,25,0
2011-12-05,22069,0,0,25,0
2011-12-05,22070,0,0,21,0
2011-12-05,22071,0,0,21,0
2011-12-05,22072,0,0,21,0
2011-12-05,22073,0,0,21,0
2011-12-05,22074,0,0,25,0
2011-12-05,22075,0,0,45,0
2011-12-05,22076,0,0,25,0
2011-12-05,22077,4602,0,25,1284
2011-12-05,22078,0,0,30,0
2011-12-05,22079,0,0,30,0
2011-12-05,22080,0,0,30,0
2011-12-05,22081,0,0,25,0
2011-12-05,22082,0,0,30,0
2011-12-05,22083,75,223,14,290
2011-12-05,22084,0,0,14,0
2011-12-05,22085,0,0,14,0
2011-12-05,22086,10809,0,14,3110
2011-12-05,22087,0,0,35,0
2011-12-05,22088,0,0,35,0
2011-12-05,22089,0,0,35,0
2011-12-05,22090,431,0,35,460
2011-12-05,22091,0,0,35,0
2011-12-05,22092,0,0,35,0
2011-12-05,22093,0,0,35,0
2011-12-05,22094,0,0,35,0
2011-12-05,22095,0,0,35,0
2011-12-05,22096,0,0,35,0
2011-12-05,22097,0,0,30,0
2011-12-05,22098,0,0,35,0
2011-12-05,22099,0,0,35,0
2011-12-05,22100,0,0,35,0
2011-12-05,22101,0,0,28,0
2011-12-05,22102,0,0,28,0
2011-12-05,22103,0,0,28,0
2011-12-05,22104,0,0,21,0
2011-12-05,22105,0,0,28,0
2011-12-05,22106,0,0,28,0
2011-12-05,22107,0,0,21,0
2011-12-05,22108,0,0,21,0
2011-12-05,22109,0,0,21,0
2011-12-05,22110,0,0,21,0
2011-12-05,22111,0,0,21,0
2011-12-05,22112,0,0,21,0
2011-12-05,22113,0,0,21,0
2011-12-05,22114,2535,0,21,1295
2011-12-05,22115,0,0,30,0
2011-12-05,22116,0,0,30,0
2011-12-05,22117,0,0,30,0
2011-12-05,22118,0,0,25,0
2011-12-05,22119,0,0,25,0
2011-12-05,22120,0,0,25,0
2011-12-05,22121,0,0,25,0
2011-12-05,22122,0,0,25,0
2011-12-05,22123,0,0,25,0
2011-12-05,22124,0,0,25,0
2011-12-05,22125,0,0,21,0
2011-12-05,22127,0,0,25,0
2011-12-05,22128,0,0,25,0
2011-12-05,22129,0,0,30,0
2011-12-05,22130,0,0,30,0
2011-12-05,22131,0,0,30,0
2011-12-05,22132,0,0,21,0
2011-12-05,22133,0,0,21,0
2011-12-05,22134,0,0,30,0
2011-12-05,22135,0,0,30,0
2011-12-05,22136,0,0,30,0
2011-12-05,22137,0,0,30,0
2011-12-05,22138,0,0,21,0
2011-12-05,22139,0,0,25,0
2011-12-05,22141,0,0,45,0
2011-12-05,22142,0,0,45,0
2011-12-05,22143,0,0,30,0
2011-12-05,22144,0,0,45,0
2011-12-05,22145,0,0,30,0
2011-12-05,22146,0,0,45,0
2011-12-05,22147,1750,0,30,1244
2011-12-05,22148,0,0,45,0
2011-12-05,22149,155,0,25,857
2011-12-05,22150,0,0,25,0
2011-12-05,22151,2647,0,30,825
2011-12-05,22152,0,0,35,0
2011-12-05,22153,0,0,30,0
2011-12-05,22154,0,0,30,0
2011-12-05,22155,0,0,30,0
2011-12-05,22156,0,0,30,0
2011-12-05,22157,0,0,30,0
2011-12-05,22158,0,0,30,0
2011-12-05,22161,0,0,30,0
2011-12-05,22162,0,0,30,0
2011-12-05,22163,0,0,28,0
2011-12-05,22164,0,0,28,0
2011-12-05,22165,0,0,30,0
2011-12-05,22166,0,0,30,0
2011-12-05,22167,0,0,30,0
2011-12-05,22168,0,0,25,0
2011-12-05,22169,0,0,30,0
2011-12-05,22170,0,0,30,0
2011-12-05,22171,0,0,25,0
2011-12-05,22172,0,0,25,0
2011-12-05,22173,0,0,25,0
2011-12-05,22174,0,0,25,0
2011-12-05,22175,0,0,30,0
2011-12-05,22176,0,0,30,0
2011-12-05,22177,0,0,25,0
2011-12-05,22178,8642,0,21,2156
2011-12-05,22179,0,0,28,0
2011-12-05,22180,0,0,28,0
2011-12-05,22181,0,0,30,0
2011-12-05,22182,0,0,21,0
2011-12-05,22183,0,0,21,0
2011-12-05,22184,0,0,21,0
2011-12-05,22185,0,0,30,0
2011-12-05,22186,0,0,28,0
2011-12-05,22187,0,0,28,0
2011-12-05,22188,0,0,28,0
2011-12-05,22189,2224,0,28,661
2011-12-05,22190,0,0,21,0
2011-12-05,22191,0,0,30,0
2011-12-05,22192,0,0,30,0
2011-12-05,22193,0,0,30,0
2011-12-05,22194,0,0,30,0
2011-12-05,22195,0,0,21,0
2011-12-05,22196,0,0,21,0
2011-12-05,22197,3537,8964,28,11653
2011-12-05,22198,0,0,28,0
2011-12-05,22199,0,0,25,0
2011-12-05,22200,0,0,25,0
2011-12-05,22201,0,0,25,0
2011-12-05,22202,0,0,25,0
2011-12-05,22203,0,0,25,0
2011-12-05,22204,0,0,25,0
2011-12-05,22206,0,0,21,0
2011-12-05,22207,0,0,25,0
2011-12-05,22208,0,0,25,0
2011-12-05,22209,0,0,25,0
2011-12-05,22210,0,0,25,0
2011-12-05,22211,0,0,25,0
2011-12-05,22212,0,0,42,0
2011-12-05,22214,0,0,21,0
2011-12-05,22215,0,0,21,0
2011-12-05,22216,0,0,28,0
2011-12-05,22217,0,0,28,0
2011-12-05,22218,0,0,21,0
2011-12-05,22219,0,0,30,0
2011-12-05,22220,0,0,21,0
2011-12-05,22221,0,0,21,0
2011-12-05,22222,0,0,21,0
2011-12-05,22223,0,0,21,0
2011-12-05,22224,0,0,28,0
2011-12-05,22227,0,0,30,0
2011-12-05,22228,0,0,42,0
2011-12-05,22229,0,0,25,0
2011-12-05,22230,0,0,42,0
2011-12-05,22231,0,0,42,0
2011-12-05,22232,0,0,25,0
2011-12-05,22233,0,0,42,0
2011-12-05,22236,0,0,21,0
2011-12-05,22241,0,0,45,0
2011-12-05,22242,0,0,25,0
2011-12-05,22243,0,0,25,0
2011-12-05,22244,0,0,42,0
2011-12-05,22245,0,0,42,0
2011-12-05,22246,0,0,42,0
2011-12-05,22247,0,0,30,0
2011-12-05,22248,0,0,30,0
2011-12-05,22249,0,0,30,0
2011-12-05,22250,0,0,30,0
2011-12-05,22251,0,0,30,0
2011-12-05,22252,0,0,28,0
2011-12-05,22253,0,0,25,0
2011-12-05,22254,0,0,25,0
2011-12-05,22255,0,0,25,0
2011-12-05,22256,0,0,25,0
2011-12-05,22257,0,0,25,0
2011-12-05,22258,0,0,25,0
2011-12-05,22259,0,0,25,0
2011-12-05,22260,0,0,25,0
2011-12-05,22261,0,0,25,0
2011-12-05,22262,0,0,25,0
2011-12-05,22263,0,0,42,0
2011-12-05,22264,0,0,25,0
2011-12-05,22265,0,0,30,0
2011-12-05,22266,0,0,30,0
2011-12-05,22267,0,0,30,0
2011-12-05,22268,0,0,30,0
2011-12-05,22269,0,0,21,0
2011-12-05,22270,0,0,30,0
2011-12-05,22271,0,0,30,0
2011-12-05,22272,0,0,30,0
2011-12-05,22273,0,0,30,0
2011-12-05,22274,0,0,30,0
2011-12-05,22275,0,0,35,0
2011-12-05,22276,0,0,35,0
2011-12-05,22277,0,0,35,0
2011-12-05,22278,0,0,35,0
2011-12-05,22279,0,0,35,0
2011-12-05,22280,0,0,35,0
2011-12-05,22281,0,0,42,0
2011-12-05,22282,0,0,25,0
2011-12-05,22283,0,0,25,0
2011-12-05,22284,0,0,30,0
2011-12-05,22285,0,0,30,0
2011-12-05,22286,0,0,30,0
2011-12-05,22287,0,0,30,0
2011-12-05,22288,0,0,30,0
2011-12-05,22289,0,0,30,0
2011-12-05,22290,0,0,25,0
2011-12-05,22291,0,0,30,0
2011-12-05,22292,0,0,30,0
2011-12-05,22293,0,0,30,0
2011-12-05,22294,2073,0,30,716
2011-12-05,22295,0,0,30,0
2011-12-05,22296,0,0,30,0
2011-12-05,22297,1223,0,30,396
2011-12-05,22299,0,0,28,0
2011-12-05,22300,0,0,21,0
2011-12-05,22301,0,0,21,0
2011-12-05,22302,0,0,21,0
2011-12-05,22303,0,0,21,0
2011-12-05,22304,0,0,21,0
2011-12-05,22305,0,0,21,0
2011-12-05,22306,0,0,21,0
2011-12-05,22307,0,0,21,0
2011-12-05,22308,0,0,25,0
2011-12-05,22309,0,0,25,0
2011-12-05,22310,0,0,21,0
2011-12-05,22311,0,0,21,0
2011-12-05,22312,0,0,21,0
2011-12-05,22313,0,0,21,0
2011-12-05,22314,0,0,21,0
2011-12-05,22315,0,0,25,0
2011-12-05,22316,0,0,25,0
2011-12-05,22317,0,0,30,0
