date,week,year,month,season,is_holiday,promo_event
2011-07-29,30,2011,7,Summer,0,Summer Sale
2011-07-30,30,2011,7,Summer,0,Summer Sale
2011-07-31,30,2011,7,Summer,0,Summer Sale
2011-08-01,31,2011,8,Summer,0,
2011-08-02,31,2011,8,Summer,0,
2011-08-03,31,2011,8,Summer,0,
2011-08-04,31,2011,8,Summer,0,
2011-08-05,31,2011,8,Summer,0,
2011-08-06,31,2011,8,Summer,0,
2011-08-07,31,2011,8,Summer,0,
2011-08-08,32,2011,8,Summer,0,
2011-08-09,32,2011,8,Summer,0,
2011-08-10,32,2011,8,Summer,0,
2011-08-11,32,2011,8,Summer,0,
2011-08-12,32,2011,8,Summer,0,
2011-08-13,32,2011,8,Summer,0,
2011-08-14,32,2011,8,Summer,0,
2011-08-15,33,2011,8,Summer,0,
2011-08-16,33,2011,8,Summer,0,
2011-08-17,33,2011,8,Summer,0,
2011-08-18,33,2011,8,Summer,0,
2011-08-19,33,2011,8,Summer,0,
2011-08-20,33,2011,8,Summer,0,
2011-08-21,33,2011,8,Summer,0,
2011-08-22,34,2011,8,Summer,0,
2011-08-23,34,2011,8,Summer,0,
2011-08-24,34,2011,8,Summer,0,
2011-08-25,34,2011,8,Summer,0,
2011-08-26,34,2011,8,Summer,0,
2011-08-27,34,2011,8,Summer,0,
2011-08-28,34,2011,8,Summer,0,
2011-08-29,35,2011,8,Summer,0,
2011-08-30,35,2011,8,Summer,0,
2011-08-31,35,2011,8,Summer,0,
2011-09-01,35,2011,9,Autumn,0,
2011-09-02,35,2011,9,Autumn,0,
2011-09-03,35,2011,9,Autumn,0,
2011-09-04,35,2011,9,Autumn,0,
2011-09-05,36,2011,9,Autumn,0,
2011-09-06,36,2011,9,Autumn,0,
2011-09-07,36,2011,9,Autumn,0,
2011-09-08,36,2011,9,Autumn,0,
2011-09-09,36,2011,9,Autumn,0,
2011-09-10,36,2011,9,Autumn,0,
2011-09-11,36,2011,9,Autumn,0,
2011-09-12,37,2011,9,Autumn,0,
2011-09-13,37,2011,9,Autumn,0,
2011-09-14,37,2011,9,Autumn,0,
2011-09-15,37,2011,9,Autumn,0,
2011-09-16,37,2011,9,Autumn,0,
2011-09-17,37,2011,9,Autumn,0,
2011-09-18,37,2011,9,Autumn,0,
2011-09-19,38,2011,9,Autumn,0,
2011-09-20,38,2011,9,Autumn,0,
2011-09-21,38,2011,9,Autumn,0,
2011-09-22,38,2011,9,Autumn,0,
2011-09-23,38,2011,9,Autumn,0,
2011-09-24,38,2011,9,Autumn,0,
2011-09-25,38,2011,9,Autumn,0,
2011-09-26,39,2011,9,Autumn,0,
2011-09-27,39,2011,9,Autumn,0,
2011-09-28,39,2011,9,Autumn,0,
2011-09-29,39,2011,9,Autumn,0,
2011-09-30,39,2011,9,Autumn,0,
2011-10-01,39,2011,10,Autumn,0,
2011-10-02,39,2011,10,Autumn,0,
2011-10-03,40,2011,10,Autumn,0,
2011-10-04,40,2011,10,Autumn,0,
2011-10-05,40,2011,10,Autumn,0,
2011-10-06,40,2011,10,Autumn,0,
2011-10-07,40,2011,10,Autumn,0,
2011-10-08,40,2011,10,Autumn,0,
2011-10-09,40,2011,10,Autumn,0,
2011-10-10,41,2011,10,Autumn,0,
2011-10-11,41,2011,10,Autumn,0,
2011-10-12,41,2011,10,Autumn,0,
2011-10-13,41,2011,10,Autumn,0,
2011-10-14,41,2011,10,Autumn,0,
2011-10-15,41,2011,10,Autumn,0,
2011-10-16,41,2011,10,Autumn,0,
2011-10-17,42,2011,10,Autumn,0,
2011-10-18,42,2011,10,Autumn,0,
2011-10-19,42,2011,10,Autumn,0,
2011-10-20,42,2011,10,Autumn,0,
2011-10-21,42,2011,10,Autumn,0,
2011-10-22,42,2011,10,Autumn,0,
2011-10-23,42,2011,10,Autumn,0,
2011-10-24,43,2011,10,Autumn,0,
2011-10-25,43,2011,10,Autumn,0,
2011-10-26,43,2011,10,Autumn,0,
2011-10-27,43,2011,10,Autumn,0,
2011-10-28,43,2011,10,Autumn,0,
2011-10-29,43,2011,10,Autumn,0,
2011-10-30,43,2011,10,Autumn,0,
2011-10-31,44,2011,10,Autumn,0,
2011-11-01,44,2011,11,Autumn,0,
2011-11-02,44,2011,11,Autumn,0,
2011-11-03,44,2011,11,Autumn,0,
2011-11-04,44,2011,11,Autumn,0,
2011-11-05,44,2011,11,Autumn,0,
2011-11-06,44,2011,11,Autumn,0,
2011-11-07,45,2011,11,Autumn,0,
2011-11-08,45,2011,11,Autumn,0,
2011-11-09,45,2011,11,Autumn,0,
2011-11-10,45,2011,11,Autumn,0,
2011-11-11,45,2011,11,Autumn,0,
2011-11-12,45,2011,11,Autumn,0,
2011-11-13,45,2011,11,Autumn,0,
2011-11-14,46,2011,11,Autumn,0,
2011-11-15,46,2011,11,Autumn,0,
2011-11-16,46,2011,11,Autumn,0,
2011-11-17,46,2011,11,Autumn,0,
2011-11-18,46,2011,11,Autumn,0,
2011-11-19,46,2011,11,Autumn,0,
2011-11-20,46,2011,11,Autumn,0,
2011-11-21,47,2011,11,Autumn,0,
2011-11-22,47,2011,11,Autumn,0,Black Friday / Cyber
2011-11-23,47,2011,11,Autumn,0,Black Friday / Cyber
2011-11-24,47,2011,11,Autumn,0,Black Friday / Cyber
2011-11-25,47,2011,11,Autumn,0,Black Friday / Cyber
2011-11-26,47,2011,11,Autumn,0,Black Friday / Cyber
2011-11-27,47,2011,11,Autumn,0,Black Friday / Cyber
2011-11-28,48,2011,11,Autumn,0,Black Friday / Cyber
2011-11-29,48,2011,11,Autumn,0,Black Friday / Cyber
2011-11-30,48,2011,11,Autumn,0,Black Friday / Cyber
2011-12-01,48,2011,12,Winter,0,Christmas Run-up
2011-12-02,48,2011,12,Winter,0,Christmas Run-up
2011-12-03,48,2011,12,Winter,0,Christmas Run-up
2011-12-04,48,2011,12,Winter,0,Christmas Run-up
2011-12-05,49,2011,12,Winter,0,Christmas Run-up
2011-12-06,49,2011,12,Winter,0,Christmas Run-up
2011-12-07,49,2011,12,Winter,0,Christmas Run-up
2011-12-08,49,2011,12,Winter,0,Christmas Run-up
2011-12-09,49,2011,12,Winter,0,Christmas Run-up
